frame_no,detection,label,confidence,x_min,y_min,x_max,y_max
266,2,changing oil,0.08
266,3,finger snapping,0.06
267,0,texting,0.5
267,1,driving car,0.3
267,2,changing oil,0.08
267,3,finger snapping,0.05
268,0,texting,0.49
268,1,driving car,0.29
268,2,changing oil,0.09
268,3,finger snapping,0.07
269,0,texting,0.46
269,1,driving car,0.28
269,2,changing oil,0.1
269,3,finger snapping,0.09
270,0,texting,0.46
270,1,driving car,0.27
270,2,finger snapping,0.12
270,3,changing oil,0.09
271,0,texting,0.44
271,1,driving car,0.28
271,2,finger snapping,0.11
271,3,changing oil,0.1
272,0,texting,0.44
272,1,driving car,0.27
272,2,finger snapping,0.12
272,3,changing oil,0.1
273,0,texting,0.41
273,1,driving car,0.27
273,2,finger snapping,0.15
273,3,changing oil,0.11
274,0,texting,0.4
274,1,driving car,0.26
274,2,finger snapping,0.17
274,3,changing oil,0.1
275,0,texting,0.39
275,1,driving car,0.28
275,2,finger snapping,0.16
275,3,changing oil,0.1
276,0,texting,0.39
276,1,driving car,0.27
276,2,finger snapping,0.18
276,3,changing oil,0.1
277,0,texting,0.36
277,1,driving car,0.25
277,2,finger snapping,0.21
277,3,changing oil,0.12
278,0,texting,0.35
278,1,finger snapping,0.24
278,2,driving car,0.24
278,3,changing oil,0.1
279,0,texting,0.35
279,1,finger snapping,0.24
279,2,driving car,0.24
279,3,changing oil,0.11
280,0,texting,0.35
280,1,finger snapping,0.26
280,2,driving car,0.22
280,3,changing oil,0.11
281,0,texting,0.32
281,1,finger snapping,0.29
281,2,driving car,0.22
281,3,changing oil,0.12
282,0,finger snapping,0.33
282,1,texting,0.3
282,2,driving car,0.2
282,3,changing oil,0.11
283,0,finger snapping,0.32
283,1,texting,0.29
283,2,driving car,0.21
283,3,changing oil,0.12
284,0,finger snapping,0.33
284,1,texting,0.28
284,2,driving car,0.21
284,3,changing oil,0.12
285,0,finger snapping,0.34
285,1,texting,0.25
285,2,driving car,0.21
285,3,changing oil,0.13
286,0,finger snapping,0.38
286,1,texting,0.24
286,2,driving car,0.2
286,3,changing oil,0.12
287,0,finger snapping,0.33
287,1,texting,0.23
287,2,driving car,0.23
287,3,changing oil,0.14
288,0,finger snapping,0.34
288,1,driving car,0.23
288,2,texting,0.22
288,3,changing oil,0.15
289,0,finger snapping,0.34
289,1,driving car,0.23
289,2,texting,0.2
289,3,changing oil,0.18
290,0,finger snapping,0.38
290,1,driving car,0.23
290,2,texting,0.18
290,3,changing oil,0.15
291,0,finger snapping,0.33
291,1,driving car,0.25
291,2,texting,0.18
291,3,changing oil,0.17
292,0,finger snapping,0.34
292,1,driving car,0.24
292,2,texting,0.2
292,3,changing oil,0.16
293,0,finger snapping,0.34
293,1,driving car,0.24
293,2,changing oil,0.18
293,3,texting,0.18
294,0,finger snapping,0.38
294,1,driving car,0.23
294,2,texting,0.18
294,3,changing oil,0.15
295,0,finger snapping,0.33
295,1,driving car,0.24
295,2,texting,0.19
295,3,changing oil,0.17
296,0,finger snapping,0.33
296,1,driving car,0.23
296,2,texting,0.22
296,3,changing oil,0.16
297,0,finger snapping,0.33
297,1,driving car,0.22
297,2,texting,0.21
297,3,changing oil,0.18
298,0,finger snapping,0.37
298,1,texting,0.22
298,2,driving car,0.21
298,3,changing oil,0.14
299,0,finger snapping,0.32
299,1,texting,0.24
299,2,driving car,0.21
299,3,changing oil,0.16
300,0,finger snapping,0.32
300,1,texting,0.26
300,2,driving car,0.21
300,3,changing oil,0.15
301,0,finger snapping,0.31
301,1,texting,0.27
301,2,driving car,0.2
301,3,changing oil,0.17
302,0,finger snapping,0.35
302,1,texting,0.26
302,2,driving car,0.19
302,3,changing oil,0.13
303,0,finger snapping,0.31
303,1,texting,0.28
303,2,driving car,0.19
303,3,changing oil,0.15
304,0,finger snapping,0.32
304,1,texting,0.31
304,2,driving car,0.19
304,3,changing oil,0.13
305,0,texting,0.33
305,1,finger snapping,0.31
305,2,driving car,0.18
305,3,changing oil,0.12
306,0,finger snapping,0.35
306,1,texting,0.33
306,2,driving car,0.18
306,3,changing oil,0.08
307,0,texting,0.35
307,1,finger snapping,0.3
307,2,driving car,0.18
307,3,changing oil,0.11
308,0,texting,0.37
308,1,finger snapping,0.29
308,2,driving car,0.2
308,3,changing oil,0.09
309,0,texting,0.38
309,1,finger snapping,0.27
309,2,driving car,0.19
309,3,changing oil,0.1
310,0,texting,0.38
310,1,finger snapping,0.3
310,2,driving car,0.19
310,3,changing oil,0.07
311,0,texting,0.4
311,1,finger snapping,0.26
311,2,driving car,0.19
311,3,changing oil,0.09
312,0,texting,0.42
312,1,finger snapping,0.25
312,2,driving car,0.2
312,3,changing oil,0.08
313,0,texting,0.43
313,1,finger snapping,0.23
313,2,driving car,0.19
313,3,changing oil,0.09
314,0,texting,0.43
314,1,finger snapping,0.25
314,2,driving car,0.19
314,3,changing oil,0.07
315,0,texting,0.46
315,1,finger snapping,0.22
315,2,driving car,0.17
315,3,changing oil,0.09
316,0,texting,0.48
316,1,finger snapping,0.19
316,2,driving car,0.19
316,3,changing oil,0.07
317,0,texting,0.5
317,1,driving car,0.18
317,2,finger snapping,0.17
317,3,changing oil,0.08
318,0,texting,0.51
318,1,driving car,0.18
318,2,finger snapping,0.18
318,3,changing oil,0.07
318,4,smoking,0.01
319,0,texting,0.54
319,1,driving car,0.18
319,2,finger snapping,0.14
319,3,changing oil,0.08
319,4,smoking,0.01
320,0,texting,0.55
320,1,driving car,0.2
320,2,finger snapping,0.1
320,3,changing oil,0.07
320,4,smoking,0.01
321,0,texting,0.57
321,1,driving car,0.2
321,2,finger snapping,0.08
321,3,changing oil,0.08
321,4,smoking,0.01
322,0,texting,0.58
322,1,driving car,0.2
322,2,finger snapping,0.09
322,3,changing oil,0.06
322,4,smoking,0.01
323,0,texting,0.61
323,1,driving car,0.19
323,2,changing oil,0.07
323,3,finger snapping,0.06
323,4,smoking,0.01
324,0,texting,0.63
324,1,driving car,0.21
324,2,changing oil,0.06
324,3,finger snapping,0.04
324,4,smoking,0.01
325,0,texting,0.64
325,1,driving car,0.19
325,2,changing oil,0.06
325,3,finger snapping,0.03
325,4,smoking,0.01
326,0,texting,0.65
326,1,driving car,0.2
326,2,changing oil,0.04
326,3,finger snapping,0.04
326,4,smoking,0.01
327,0,texting,0.67
327,1,driving car,0.18
327,2,finger snapping,0.04
327,3,changing oil,0.04
327,4,smoking,0.01
328,0,texting,0.69
328,1,driving car,0.19
328,2,finger snapping,0.03
328,3,changing oil,0.02
328,4,smoking,0.01
